zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
55046,53.04078,0,7548,Lonsdale,MN,1824,788,12.88377%,79.59623
28443,53.03788,0,7549,Hampstead,NC,8726,3734,20.44465%,66.56599
60033,53.03326,0,7550,Harvard,IL,8118,3429,17.12244%,72.28282
57371,53.03097,0,,Ree Heights,SD,229,105,17.46725%,71.68394
19931,53.03086,0,,Bethel,DE,158,61,20.88608%,65.78928
68404,53.03061,0,7551,Martell,NE,738,310,15.17615%,75.62243
32233,53.02607,0,7552,Atlantic Beach,FL,15840,6667,26.7803%,55.61877
21804,53.01612,0,7553,Salisbury,MD,20372,8050,22.84999%,62.38037
92069,53.00151,0,7554,San Marcos,CA,32891,12776,20.64698%,66.17371
64163,52.99234,0,,Kansas City,MO,494,161,20.04049%,67.21848
37072,52.98728,0,7555,Goodlettsville,TN,17953,7481,19.59004%,67.99389
28303,52.97683,0,7556,Fayetteville,NC,20135,8676,25.38366%,58.00121
59447,52.97125,0,,Geyser,MT,198,87,28.28283%,53.00488
62281,52.97088,0,7557,Saint Jacob,IL,1133,502,16.8579%,72.6921
28747,52.97023,0,7558,Lake Toxaway,NC,1252,527,25.71885%,57.42195
24950,52.96989,0,,Kieffer,WV,14,14,57.14286%,3.267692
55384,52.96956,0,7559,Spring Park,MN,1171,303,27.41247%,54.49946
87123,52.9626,0,7560,Albuquerque,NM,24201,9900,27.09392%,55.03819
47334,52.95539,0,7561,Daleville,IN,2053,874,19.28885%,68.48555
44645,52.95439,0,7562,Marshallville,OH,1612,695,20.09926%,67.07858
94103,52.94893,0,7563,San Francisco,CA,18277,2969,29.27176%,51.26838
21239,52.93878,0,7564,Baltimore,MD,18683,7390,23.22967%,61.67688
78412,52.92792,0,7565,Corpus Christi,TX,20911,8862,24.71427%,59.10352
80469,52.92211,0,,Phippsburg,CO,232,94,11.2069%,82.3788
44221,52.91619,0,7566,Cuyahoga Falls,OH,21360,8239,21.69008%,64.30907
4238,52.91014,0,7567,Hebron,ME,692,301,23.12139%,61.83902
37153,52.90915,0,7568,Rockvale,TN,2914,1347,19.56074%,67.96774
49230,52.90651,0,7569,Brooklyn,MI,6689,2767,15.54791%,74.88102
62230,52.90366,0,7570,Breese,IL,3678,1570,17.31919%,71.82647
78950,52.90234,0,7571,New Ulm,TX,1147,494,18.65737%,69.5094
53565,52.9012,0,7572,Mineral Point,WI,3027,1232,21.53948%,64.5379
30564,52.89973,0,7573,Murrayville,GA,2282,959,17.00263%,72.3482
12873,52.89894,0,7574,Shushan,NY,617,234,26.41815%,56.11827
65807,52.89036,0,7575,Springfield,MO,30635,11663,27.08014%,54.97543
17824,52.88117,0,7576,Elysburg,PA,2843,1211,20.11959%,66.9635
54703,52.87403,0,7577,Eau Claire,WI,23160,9476,22.31865%,63.17146
7057,52.86536,0,7578,Wallington,NJ,8434,3054,17.01446%,72.29852
5143,52.86214,0,7579,Chester,VT,3308,1331,24.00242%,60.24767
95827,52.85781,0,7580,Sacramento,CA,12462,4689,22.92569%,62.09923
68405,52.85387,0,7581,Milford,NE,1913,803,19.28907%,68.35741
28773,52.85279,0,7582,Saluda,NC,2028,823,23.76726%,60.63995
27231,52.85183,0,7583,Cedar Grove,NC,1453,649,18.10048%,70.39988
71203,52.84614,0,7584,Monroe,LA,19289,8532,26.11333%,56.57593
50240,52.84046,0,7585,Saint Charles,IA,1401,614,15.56031%,74.76072
98223,52.83421,0,7586,Arlington,WA,21361,9101,15.9824%,74.02454
54557,52.82816,0,7587,Presque Isle,WI,703,294,24.46657%,59.38727
31052,52.82671,0,7588,Lizella,GA,4556,1979,17.60316%,71.20667
79932,52.8228,0,7589,El Paso,TX,9692,4267,27.81676%,53.60506
28125,52.81977,0,7590,Mount Ulla,NC,1371,569,15.09847%,75.5139
55923,52.81863,0,7591,Chatfield,MN,2790,1154,17.8853%,70.70978
47244,52.81771,0,7592,Hartsville,IN,573,238,11.16928%,82.27027
33050,52.81509,0,7593,Marathon,FL,8967,3153,23.45266%,61.10153
67649,52.81255,0,,Luray,KS,266,95,31.95489%,46.44726
12464,52.81225,0,7594,Phoenicia,NY,827,295,29.50423%,50.6695
22733,52.8116,0,7595,Rapidan,VA,1564,294,13.68286%,77.91073
20602,52.80758,0,7596,Waldorf,MD,13074,5629,15.50405%,74.76857
45042,52.7989,0,7597,Middletown,OH,18534,7850,16.80695%,72.52211
95488,52.79375,0,,Westport,CA,220,61,28.18182%,52.91726
12859,52.79336,0,7598,Porter Corners,NY,1219,548,18.29368%,69.9566
76949,52.79302,0,,Silver,TX,30,12,20%,67.0145
58220,52.79251,0,7599,Cavalier,ND,1797,710,21.59154%,64.25938
34113,52.7892,0,7600,Naples,FL,10301,3862,19.60004%,67.68007
82729,52.78602,0,7601,Sundance,WY,1299,524,20.40031%,66.29532
97326,52.7855,0,7602,Blodgett,OR,559,228,20.93023%,65.38
46165,52.78508,0,7603,North Salem,IN,989,421,12.4368%,80.00943
45324,52.77843,0,7604,Fairborn,OH,23233,9391,23.11367%,61.60888
87068,52.77123,0,7605,Bosque Farms,NM,2998,1285,22.38159%,62.86941
19962,52.76944,0,7606,Magnolia,DE,3520,1606,23.21023%,61.43759
94608,52.76387,0,7607,Emeryville,CA,16792,5009,30.66937%,48.57996
44612,52.75831,0,7608,Bolivar,OH,3454,1520,19.48466%,67.85006
13037,52.7558,0,7609,Chittenango,NY,5685,2399,21.68866%,64.0384
54494,52.74913,0,7610,Wisconsin Rapids,WI,18624,7718,18.54059%,69.45579
28465,52.74252,0,7611,Oak Island,NC,5452,2166,21.01981%,65.18124
95536,52.74049,0,7612,Ferndale,CA,1988,802,22.68612%,62.30975
28214,52.73606,0,7613,Charlotte,NC,14118,5962,18.47287%,69.56955
45814,52.73176,0,7614,Arlington,OH,1551,675,17.79497%,70.73724
97116,52.7279,0,7615,Forest Grove,OR,12533,5135,20.67342%,65.7762
57532,52.72397,0,7616,Fort Pierre,SD,1757,767,22.76608%,62.16199
48143,52.72348,0,,Lakeland,MI,42,17,30.95238%,48.0543
57020,52.72329,0,7617,Crooks,SD,644,309,16.14907%,73.5525
97872,52.72311,0,,Ritter,OR,27,13,18.51852%,69.46625
14512,52.72221,0,7618,Naples,NY,3201,1311,25.17963%,57.97637
77867,52.72132,0,,Mumford,TX,98,42,16.32653%,73.2256
27842,52.72098,0,7619,Henrico,NC,1123,506,21.99466%,63.44867
24471,52.72041,0,7620,Port Republic,VA,982,423,18.8391%,68.88306
78233,52.71375,0,7621,San Antonio,TX,23287,9768,20.41482%,66.16325
17003,52.70558,0,7622,Annville,PA,6453,2630,17.2168%,71.67348
98592,52.70354,0,7623,Union,WA,1016,430,21.94882%,63.51144
47802,52.69743,0,7624,Terre Haute,IN,21201,7906,24.06019%,59.87239
31216,52.6889,0,7625,Macon,GA,9870,3842,15.45086%,74.70319
68003,52.68542,0,7626,Ashland,NE,2815,1106,16.62522%,72.67641
4064,52.68284,0,7627,Old Orchard Beach,ME,6566,2230,22.19007%,63.08516
7032,52.67344,0,7628,Kearny,NJ,27690,9982,17.37089%,71.38973
87107,52.66032,0,7629,Albuquerque,NM,20120,7886,27.07256%,54.66683
68016,52.65472,0,,Cedar Creek,NE,277,120,15.16245%,75.187
80459,52.65425,0,7630,Kremmling,CO,1418,617,20.80395%,65.46238
66762,52.65003,0,7631,Pittsburg,KS,13969,5669,27.91896%,53.19317
50156,52.64541,0,7632,Madrid,IA,2840,1195,19.92958%,66.95958
26501,52.64119,0,7633,Morgantown,WV,12537,4875,28.01308%,53.02972
75693,52.63676,0,7634,White Oak,TX,3621,1611,20.43634%,66.08087
55398,52.63411,0,7635,Zimmerman,MN,6018,2700,13.21037%,78.53053
18055,52.63041,0,7636,Hellertown,PA,7495,2905,19.13276%,68.3221
4858,52.62806,0,7637,South Thomaston,ME,1009,416,20.61447%,65.76443
98465,52.62651,0,7638,Tacoma,WA,4679,1742,24.40692%,59.22905
12477,52.62144,0,7639,Saugerties,NY,13789,5165,20.8427%,65.37085
53925,52.61628,0,7640,Columbus,WI,5003,2030,17.46952%,71.18182
35054,52.61414,0,7641,Cropwell,AL,2821,1312,18.36228%,69.64016
33304,52.60948,0,7642,Fort Lauderdale,FL,14122,3307,29.25223%,50.87349
70814,52.60322,0,7643,Baton Rouge,LA,8692,3851,24.39024%,59.25128
2664,52.59872,0,7644,South Yarmouth,MA,7705,2681,24.07528%,59.79393
83245,52.59635,0,7645,Inkom,ID,933,424,20.15005%,66.54768
18444,52.59374,0,7646,Moscow,PA,8564,3581,20.81971%,65.39046
55925,52.59121,0,7647,Dakota,MN,656,268,18.29268%,69.73823
56733,52.59091,0,,Kennedy,MN,434,185,23.27189%,61.15776
97040,52.59061,0,7648,Mosier,OR,678,281,24.92625%,58.29673
30517,52.58953,0,7649,Braselton,GA,3249,1485,17.79009%,70.58686
23065,52.58837,0,7650,Gum Spring,VA,1003,392,15.25424%,74.95294
84339,52.58746,0,7651,Wellsville,UT,2290,1133,20.82969%,65.34338
26662,52.58671,0,,Canvas,WV,452,187,22.12389%,63.11001
60416,52.58531,0,7652,Coal City,IL,4651,2025,12.51344%,79.66553
19506,52.58285,0,7653,Bernville,PA,4310,1797,16.38051%,72.99808
81505,52.58037,0,7654,Grand Junction,CO,4729,1880,24.59294%,58.842
19605,52.57568,0,7655,Reading,PA,12349,4798,16.81108%,72.24751
75165,52.56748,0,7656,Waxahachie,TX,17520,7572,18.26484%,69.73823
75069,52.5581,0,7657,McKinney,TX,16665,6842,20.57006%,65.75528
18509,52.55097,0,7658,Scranton,PA,9279,3057,26.921%,54.80936
49346,52.54755,0,7659,Stanwood,MI,3221,1429,21.26669%,64.5379
46186,52.54635,0,7660,Wilkinson,IN,1125,529,9.86667%,84.17675
56442,52.54557,0,7661,Crosslake,MN,1731,698,24.26343%,59.36504
74843,52.54504,0,,Fitzhugh,OK,192,89,29.6875%,50.0157
46229,52.54088,0,7662,Indianapolis,IN,14949,6598,19.57322%,67.43031
96704,52.53555,0,7663,Captain Cook,HI,4479,1680,22.70596%,62.02862
77454,52.53429,0,,Lissie,TX,85,38,14.11765%,76.8215
11412,52.52755,0,7664,Saint Albans,NY,24476,8717,17.16784%,71.56364
55302,52.51963,0,7665,Annandale,MN,4400,1854,16.81818%,72.16252
71303,52.51502,0,7666,Alexandria,LA,12373,5089,25.42633%,57.3278
50624,52.51138,0,7667,Dike,IA,909,412,19.0319%,68.33779
12502,52.51089,0,7668,Ancram,NY,855,347,21.63743%,63.83572
12508,52.50694,0,7669,Beacon,NY,13543,4243,17.26353%,71.37273
8067,52.50291,0,7670,Pedricktown,NJ,1136,471,10.65141%,82.76454
46807,52.49974,0,7671,Fort Wayne,IN,10443,4121,23.66178%,60.34051
93440,52.49665,0,7672,Los Alamos,CA,798,345,20.67669%,65.47676
52166,52.49642,0,,Saint Lucas,IA,16,7,25%,58.02475
60129,52.49636,0,,Esmond,IL,187,75,20.32086%,66.08087
41849,52.4963,0,,Seco,KY,59,26,23.72881%,60.20452
80612,52.49624,0,,Carr,CO,122,43,31.96721%,46.00006
33774,52.4924,0,7673,Largo,FL,13899,5139,22.99446%,61.44805
72802,52.48537,0,7674,Russellville,AR,11712,5327,24.35109%,59.10091
62467,52.48159,0,7675,Teutopolis,IL,2083,960,16.80269%,72.10629
35071,52.47834,0,7676,Gardendale,AL,9732,4122,15.95767%,73.56035
28469,52.47475,0,7677,Ocean Isle Beach,NC,3381,1358,24.54895%,58.74916
83542,52.47377,0,,Lucile,ID,164,62,43.90244%,25.39751
12150,52.47356,0,7678,Rotterdam Junction,NY,607,274,16.30972%,72.93923
12052,52.47321,0,7679,Cropseyville,NY,677,282,17.13442%,71.51003
57477,52.47299,0,,Turton,SD,116,44,20.68966%,65.38
53713,52.46914,0,7680,Madison,WI,13886,4791,30.20308%,48.98008
13807,52.46509,0,7681,Milford,NY,889,331,25.30934%,57.41148
80473,52.46483,0,,Rand,CO,43,20,41.86046%,28.87573
48827,52.46224,0,7682,Eaton Rapids,MI,9389,4145,15.32645%,74.59858
66507,52.45948,0,7683,Maple Hill,KS,652,285,19.17178%,67.96774
57077,52.45913,0,7684,Worthing,SD,670,298,18.95522%,68.33779
72023,52.45461,0,7685,Cabot,AR,15771,7214,18.73692%,68.71176
19734,52.44925,0,7686,Townsend,DE,3773,1643,13.67612%,77.43084
18452,52.44709,0,7687,Peckville,PA,4112,1494,21.57101%,63.82526
91803,52.44024,0,7688,Alhambra,CA,20828,7464,24.25101%,59.19636
68305,52.43369,0,7689,Auburn,NE,3037,1215,23.18077%,61.03615
52213,52.43217,0,7690,Center Point,IA,2494,1118,15.71772%,73.8964
12791,52.4314,0,,Youngsville,NY,325,119,19.07692%,68.10373
49650,52.43085,0,7691,Lake Ann,MI,1671,747,21.9629%,63.12701
78130,52.42253,0,7692,New Braunfels,TX,28624,11781,22.9877%,61.34867
8059,52.41363,0,7693,Mount Ephraim,NJ,3819,1432,13.30191%,78.03234
12083,52.41199,0,7694,Greenville,NY,2141,818,21.06492%,64.65298
54476,52.40878,0,7695,Schofield,WI,9555,4071,18.472%,69.11058
54471,52.40587,0,7696,Ringle,WI,1056,461,14.67803%,75.64074
27929,52.40544,0,,Currituck,NC,496,227,17.94355%,70.01152
95956,52.40524,0,,Meadow Valley,CA,232,94,18.96552%,68.24103
8089,52.40446,0,7697,Waterford Works,NJ,2604,977,11.94316%,80.33241
60706,52.39898,0,7698,Harwood Heights,IL,17403,6307,16.0662%,73.22691
18052,52.38928,0,7699,Whitehall,PA,17906,6861,19.1891%,67.83959
68346,52.38425,0,,Dunbar,NE,415,171,22.6506%,61.86648
67156,52.38154,0,7700,Winfield,KS,9459,3892,23.38514%,60.59941
47448,52.37749,0,7701,Nashville,IN,5293,2163,22.61477%,61.92663
57078,52.37278,0,7702,Yankton,SD,11869,4409,24.68616%,58.35688
62245,52.36909,0,7703,Germantown,IL,1569,652,11.59974%,80.90775
61373,52.36829,0,7704,Utica,IL,1350,547,16.51852%,72.4175
19310,52.36746,0,7705,Atglen,PA,1685,745,17.74481%,70.2835
84022,52.36677,0,7706,Dugway,UT,804,354,18.40796%,69.13281
46706,52.36348,0,7707,Auburn,IN,11209,4723,17.05772%,71.45249
98684,52.35698,0,7708,Vancouver,WA,12473,5471,19.38587%,67.43816
65742,52.35194,0,7709,Rogersville,MO,5886,2616,23.88719%,59.67625
35126,52.34689,0,7710,Pinson,AL,12525,5773,15.03393%,74.92287
8322,52.34184,0,7711,Franklinville,NJ,5847,2557,14.94784%,75.07063
46069,52.339,0,7712,Sheridan,IN,4469,1970,16.64802%,72.12721
49237,52.33724,0,7713,Concord,MI,1959,873,17.15161%,71.25243
33139,52.3278,0,7714,Miami Beach,FL,32405,6557,35.1921%,40.16293
14532,52.31808,0,7715,Phelps,NY,3018,1255,17.49503%,70.65747
78123,52.31683,0,7716,Mc Queeney,TX,1571,680,22.72438%,61.64419
54739,52.31572,0,7717,Elk Mound,WI,2456,1136,20.27687%,65.85858
93664,52.31491,0,7718,Shaver Lake,CA,504,199,20.83333%,64.88965
44253,52.31418,0,7719,Litchfield,OH,2150,950,13.30233%,77.86104
48131,52.3125,0,7720,Dundee,MI,3935,1739,14.63787%,75.55705
37938,52.30883,0,7721,Knoxville,TN,9479,4272,18.71505%,68.5287
55390,52.30589,0,7722,Waverly,MN,1208,493,12.41722%,79.38047
48874,52.30553,0,,Pompeii,MI,100,46,12%,80.0905
43830,52.30458,0,7723,Nashport,OH,3350,1558,19.28358%,67.53754
98329,52.30202,0,7724,Gig Harbor,WA,5975,2668,17.89121%,69.93568
92101,52.29505,0,7725,San Diego,CA,19423,2254,28.00803%,52.49883
17313,52.28793,0,7726,Dallastown,PA,6537,2683,17.16384%,71.18575
58072,52.28463,0,7727,Valley City,ND,5461,2131,24.94049%,57.78415
53227,52.27845,0,7728,Milwaukee,WI,17079,6063,19.99532%,66.30447
44106,52.26843,0,7729,Cleveland,OH,19413,5684,34.57477%,41.17501
48179,52.26259,0,7730,South Rockwood,MI,1862,829,11.06337%,81.68578
91730,52.25345,0,7731,Rancho Cucamonga,CA,31455,12333,17.43761%,70.70062
51553,52.24464,0,7732,Minden,IA,615,273,18.86179%,68.24103
90248,52.24259,0,7733,Gardena,CA,6868,2530,20.10775%,66.09003
99635,52.24053,0,7734,Nikiski,AK,612,242,17.15686%,71.16351
98650,52.24023,0,,Trout Lake,WA,476,224,26.47059%,55.10619
28032,52.23966,0,7735,Cramerton,NC,1595,669,19.37304%,67.32571
57022,52.23848,0,7736,Dell Rapids,SD,2730,1141,20.65934%,65.10279
53940,52.23772,0,,Lake Delton,WI,17,8,17.64706%,70.2835
6450,52.23139,0,7737,Meriden,CT,23054,8897,17.75831%,70.07429
12901,52.21974,0,7738,Plattsburgh,NY,19416,7277,23.32612%,60.46212
59729,52.214,0,7739,Ennis,MT,1461,531,29.4319%,49.93071
99029,52.21335,0,7740,Reardan,WA,886,403,22.91196%,61.1643
44708,52.20803,0,7741,Canton,OH,18492,7124,21.17132%,64.16132
67070,52.20272,0,7742,Kiowa,KS,861,349,26.59698%,54.81067
35808,52.20221,0,7743,Huntsville,AL,1029,445,27.89116%,52.57598
5079,52.20181,0,,Vershire,VT,417,169,27.09832%,53.9385
81652,52.20116,0,7744,Silt,CO,1946,810,16.18705%,72.73525
73722,52.20053,0,,Burlington,OK,354,152,30.50847%,48.0543
8038,52.20038,0,,Hancocks Bridge,NJ,193,90,11.9171%,80.0905
68454,52.2002,0,,Unadilla,NE,473,194,16.27907%,72.5718
12139,52.20001,0,,Piseco,NY,213,95,25.35211%,56.93552
25425,52.1979,0,7745,Harpers Ferry,WV,7480,3079,18.78342%,68.24887
83204,52.193,0,7746,Pocatello,ID,10376,4453,26.38782%,55.13495
54304,52.18462,0,7747,Green Bay,WI,20136,7977,19.23421%,67.46039
93667,52.17865,0,7748,Tollhouse,CA,1605,702,19.43925%,67.10342
4401,52.17083,0,7749,Bangor,ME,26924,9956,25.052%,57.42979
59754,52.16327,0,7750,Twin Bridges,MT,608,248,30.5921%,47.8817
68933,52.1629,0,7751,Clay Center,NE,720,324,23.47222%,60.1496
20332,52.1626,0,,Washington,VA,362,214,26.24309%,55.36901
85205,52.15462,0,7752,Mesa,AZ,28730,11284,19.86077%,66.36593
99737,52.14611,0,7753,Delta Junction,AK,2267,914,20.02647%,66.07303
49323,52.14421,0,7754,Dorr,MI,4658,2155,11.80764%,80.23042
49745,52.14288,0,,Hessel,MI,182,81,23.62637%,59.86324
7851,52.14278,0,,Layton,NJ,200,83,19%,67.83175
64436,52.14256,0,7755,Cosby,MO,586,265,17.57679%,70.2835
37086,52.13922,0,7756,La Vergne,TN,11589,5294,16.58469%,71.98992
96091,52.13587,0,7757,Trinity Center,CA,592,233,25.67568%,56.31572
40065,52.13181,0,7758,Shelbyville,KY,14242,5980,19.17568%,67.51662
30224,52.12403,0,7759,Griffin,GA,14055,5962,20.56919%,65.11194
46703,52.11718,0,7760,Angola,IN,10895,4523,19.43093%,67.07072
90745,52.10486,0,7761,Carson,CA,34014,12163,17.96907%,69.58786
12987,52.09547,0,,Upper Jay,NY,201,74,27.36318%,53.39323
13903,52.09197,0,7762,Binghamton,NY,12550,5009,23.4502%,60.13391
3275,52.0864,0,7763,Suncook,NH,7741,3170,16.56117%,72.0043
54113,52.08382,0,7764,Combined Locks,WI,1676,739,15.33413%,74.11607
14422,52.08291,0,7765,Byron,NY,1635,689,13.76147%,76.8215
13341,52.08244,0,,Franklin Springs,NY,52,21,15.38462%,74.01931
91042,52.07764,0,7766,Tujunga,CA,17419,6611,22.30323%,62.094
55934,52.0724,0,7767,Eyota,MN,1703,783,17.02877%,71.18313
48732,52.0697,0,7768,Essexville,MI,8129,3182,18.29253%,69.00205
3809,52.06677,0,7769,Alton,NH,2535,1027,22.05128%,62.52028
15779,52.06598,0,,Torrance,PA,333,30,27.02703%,53.9385
17347,52.06504,0,7770,Mount Wolf,PA,3090,1274,18.15534%,69.2178
83848,52.06414,0,,Nordman,ID,190,71,34.21053%,41.54376
18420,52.06403,0,,Fleetville,PA,206,66,26.69903%,54.48377
68048,52.06186,0,7771,Plattsmouth,NE,7724,3293,19.22579%,67.35448
80457,52.05967,0,,Kittredge,CO,249,127,28.11245%,52.03202
92084,52.05217,0,7772,Vista,CA,27068,10562,21.60115%,63.23684
33065,52.03602,0,7773,Pompano Beach,FL,31791,13219,22.75172%,61.2506
16421,52.02679,0,7774,Harborcreek,PA,1800,744,19.5%,66.85105
22191,52.01986,0,7775,Woodbridge,VA,23469,10023,17.87464%,69.648
52233,52.01234,0,7776,Hiawatha,IA,3941,1545,23.24283%,60.3902
4360,52.01116,0,,Vienna,ME,351,153,27.06553%,53.80251
47941,52.01097,0,,Dayton,IN,342,159,21.63743%,63.15054
72712,52.00677,0,7777,Bentonville,AR,14983,6720,23.60675%,59.7534
12918,52.00214,0,7778,Cadyville,NY,1878,749,16.13418%,72.62933
80611,52.00152,0,,Briggsdale,CO,364,151,20.05495%,65.87035
62226,51.9963,0,7779,Belleville,IL,18689,7050,20.40773%,65.25839
3813,51.99065,0,7780,Center Conway,NH,1864,747,21.03004%,64.17831
22737,51.9896,0,7781,Rixeyville,VA,2002,796,11.13886%,81.22157
67101,51.98862,0,7782,Maize,KS,1538,706,18.14044%,69.15243
94108,51.98515,0,7783,San Francisco,CA,11131,2655,33.94125%,41.92296
32410,51.98206,0,,Mexico Beach,FL,116,41,22.41379%,61.7841
53594,51.98114,0,7784,Waterloo,WI,3228,1379,15.89219%,72.99808
15470,51.98001,0,7785,Ohiopyle,PA,864,343,24.30556%,58.49156
97137,51.97951,0,7786,Saint Paul,OR,989,330,14.76239%,74.93594
62515,51.97906,0,7787,Buffalo,IL,650,276,14.61539%,75.187
6516,51.96918,0,7788,West Haven,CT,35341,13158,19.0685%,67.5127
92027,51.95145,0,7789,Escondido,CA,29220,11715,19.36345%,67.00143
54981,51.94058,0,7790,Waupaca,WI,10432,3973,21.05061%,64.09332
55946,51.9371,0,7791,Kenyon,MN,2229,922,18.70794%,68.12858
95111,51.92729,0,7792,San Jose,CA,33534,11739,14.15876%,75.95979
17578,51.91687,0,7793,Stevens,PA,4421,1884,15.24542%,74.08469
39071,51.91488,0,7794,Flora,MS,2834,1196,20.74806%,64.59544
56310,51.91325,0,7795,Avon,MN,3127,1413,17.94052%,69.43225
40058,51.91237,0,,Port Royal,KY,64,27,18.75%,68.03574
93614,51.91054,0,7796,Coarsegold,CA,6629,2801,20.75728%,64.57452
5158,51.90855,0,7797,Westminster,VT,597,235,21.44054%,63.39506
42071,51.90396,0,7798,Murray,KY,16125,6472,27.06977%,53.69267
84651,51.89714,0,7799,Payson,UT,8711,4319,20.18138%,65.56045
61411,51.89467,0,,Adair,IL,290,130,13.7931%,76.5639
77517,51.8938,0,7800,Santa Fe,TX,2897,1276,14.80842%,74.81172
7416,51.89196,0,7801,Franklin,NJ,3792,1517,16.6403%,71.64994
4551,51.89075,0,7802,Bremen,ME,600,252,26.66667%,54.3687
52327,51.89006,0,7803,Riverside,IA,1927,803,19.04515%,67.497
99146,51.88952,0,,Laurier,WA,25,11,16%,72.73525
48418,51.88879,0,7804,Byron,MI,2628,1189,15.90563%,72.88432
13060,51.88755,0,7805,Elbridge,NY,1885,763,20.90186%,64.27246
48117,51.88525,0,7806,Carleton,MI,6512,2848,9.53624%,83.85508
24167,51.88341,0,,Staffordsville,VA,160,60,14.375%,75.5139
62518,51.88327,0,,Chestnut,IL,368,164,23.09783%,60.4765
99105,51.88316,0,,Benge,WA,38,17,10.52632%,82.13428
53038,51.88262,0,7807,Johnson Creek,WI,1918,783,17.36183%,70.35149
2145,51.87712,0,7808,Somerville,MA,18119,5987,24.12937%,58.68901
50216,51.87159,0,7809,Panora,IA,2005,817,20.399%,65.11587
48162,51.8658,0,7810,Monroe,MI,19106,7801,15.46635%,73.61265
32757,51.85685,0,7811,Mount Dora,FL,13514,5265,22.97617%,60.66479
15221,51.84613,0,7812,Pittsburgh,PA,25510,9201,28.36535%,51.35207
45867,51.83891,0,7813,Mount Blanchard,OH,827,365,15.47763%,73.5525
46819,51.83701,0,7814,Fort Wayne,IN,6062,2515,18.31079%,68.6673
12936,51.83526,0,,Essex,NY,350,142,26.28571%,54.9192
1506,51.83459,0,7815,Brookfield,MA,2080,868,16.77885%,71.28905
43522,51.83338,0,7816,Grand Rapids,OH,2323,953,15.5833%,73.34851
48036,51.82841,0,7817,Clinton Township,MI,15769,6103,15.86657%,72.85424
19374,51.82392,0,7818,Toughkenamon,PA,609,231,10.18062%,82.64948
67114,51.82002,0,7819,Newton,KS,13594,5744,22.2304%,61.87694
5089,51.81519,0,7820,Windsor,VT,4003,1496,23.20759%,60.19014
17754,51.81176,0,7821,Montoursville,PA,8541,3525,20.53624%,64.78635
95623,51.80862,0,7822,El Dorado,CA,2858,1134,21.06368%,63.87626
12945,51.8077,0,7823,Lake Clear,NY,513,184,16.76413%,71.28251
92683,51.79184,0,7824,Westminster,CA,57293,20369,18.07027%,69.03082
45449,51.77259,0,7825,Dayton,OH,12812,5154,19.74711%,66.14102
37664,51.76391,0,7826,Kingsport,TN,18832,7769,24.13445%,58.57394
7644,51.75407,0,7827,Lodi,NJ,17017,6086,18.69307%,67.94159
60445,51.7446,0,7828,Midlothian,IL,17502,6697,14.78117%,74.68227
76633,51.73916,0,7829,China Spring,TX,2301,1073,17.20991%,70.49533
10969,51.73836,0,7830,Pine Island,NY,630,243,15.39683%,73.61526
48894,51.73806,0,,Westphalia,MI,421,185,11.63896%,80.0905
30710,51.73702,0,7831,Cohutta,GA,3386,1565,17.51329%,69.94875
53040,51.73485,0,7832,Kewaskum,WI,4512,1934,13.5195%,76.8215
84301,51.73354,0,,Bear River City,UT,277,127,15.88448%,72.73525
49404,51.73212,0,7833,Coopersville,MI,4874,2153,16.10587%,72.35081
43046,51.73013,0,7834,Millersport,OH,2419,1002,17.48656%,69.9566
98271,51.7254,0,7835,Marysville,WA,14811,6267,13.94234%,76.05917
5826,51.72116,0,7836,Craftsbury,VT,613,251,27.56933%,52.57598
95715,51.72096,0,,Emigrant Gap,CA,133,58,17.29323%,70.2835
95355,51.71262,0,7837,Modesto,CA,30245,12503,19.12713%,67.11519
99362,51.69766,0,7838,Walla Walla,WA,24269,8975,23.54856%,59.48795
5655,51.69047,0,7839,Hyde Park,VT,1910,759,24.86911%,57.2075
24082,51.68989,0,,Critz,VA,201,83,22.38806%,61.48204
14150,51.68126,0,7840,Tonawanda,NY,31270,12471,21.44228%,63.10347
59823,51.67249,0,7841,Bonner,MT,683,280,26.20791%,54.8852
19503,51.67211,0,7842,Bally,PA,709,293,14.10437%,75.73227
43467,51.67191,0,,West Millgrove,OH,8,5,37.5%,35.41373
